symbol,company,anex,acqName,date,pid,tkdAcqm,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,did,tdpTransactionType,tdpDerivativeContractType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
JSL,Jindal Stainless Limited,7(2),JSL OVERSEAS HOLDING LTF,2025-06-13 10:27:00,1183614,,0,0,0,0,Equity Shares,790052.0,543622,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183614_1466178_13062025102754_WEB.xml,Promoter Group,131479175.0,15.96,574445583.0,Equity Shares,132269227.0,16.06,,,,Market Purchase,,NSE,
SKMEGGPROD,SKM Egg Products Export (India) Limited,7(2),SKM SHREE SHIVKUMAR,2025-06-13 09:45:00,1183612,,0,0,0,0,Equity Shares,25000.0,543620,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183612_1466175_13062025094510_WEB.xml,Key Managerial Personnel,11624500.0,44.15,6433413.0,Equity Shares,11649500.0,44.24,,,,Market Purchase,,NSE,
MANINFRA,Man Infraconstruction Limited,7(2),Parag K. Shah,2025-06-13 09:35:00,1183610,,0,0,0,0,Equity Shares,124000.0,543617,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183610_1466172_13062025093522_WEB.xml,Promoters,117335006.0,31.27,21013040.0,Equity Shares,117459006.0,31.3,,,,Market Purchase,,NSE,
MANINFRA,Man Infraconstruction Limited,7(2),Parag K. Shah,2025-06-13 09:35:00,1183610,,0,0,0,0,Equity Shares,76000.0,543618,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183610_1466172_13062025093522_WEB.xml,Promoters,117459006.0,31.3,12726960.0,Equity Shares,117535006.0,31.32,,,,Market Purchase,,NSE,
USHAMART,Usha Martin Limited,7(2),PETERHOUSE  INVESTMENTS INDIA LIMITED,2025-06-13 08:42:00,1183608,,0,0,0,0,Equity Shares,200000.0,543614,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183608_1466169_13062025084219_WEB.xml,Promoter Group,7066529.0,2.32,61936000.0,Equity Shares,6866529.0,2.25,,,,Market Sale,,NSE,
RELTD,Ravindra Energy Limited,7(2),SHAILESH NANDKISHOR ROJEKAR,2025-06-12 23:50:00,1183606,,0,0,0,0,Equity Shares,36000.0,543612,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183606_1466157_12062025115012_WEB.xml,Immediate relative,4940000.0,2.77,5563540.0,Equity Shares,4904000.0,2.75,,,,Market Sale,,NSE,
SHAH,Shah Metacorp Limited,7(2),Mona Viral Shah,2025-06-12 23:27:00,1183605,,0,0,0,0,Equity Shares,35500000.0,543611,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183605_1466153_12062025112718_WEB.xml,Promoters,68206084.0,0.11,36180000.0,Equity Shares,103706084.0,0.16,,,,Conversion of security,,NA,
DENTALKART,Vasa Denticity Limited,7(2),Manish Kumar,2025-06-12 23:20:00,1183603,,0,0,0,0,Equity Shares,56750.0,543609,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183603_1466150_12062025112054_WEB.xml,Promoters,311000.0,1.87,36021325.0,Equity Shares,254250.0,1.53,,,,Market Sale,,,
RELTD,Ravindra Energy Limited,7(2),SHAILESH NANDKISHOR ROJEKAR,2025-06-12 23:00:00,1183601,,0,0,0,0,Equity Shares,5000.0,543607,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183601_1466143_12062025110034_WEB.xml,Immediate relative,4945000.0,2.77,750499.0,Equity Shares,4940000.0,2.77,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Parmeshwar Bang,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,600.0,543602,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,11570.0,0.01,1033170.0,Equity Shares,10970.0,0.01,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Manoj Chitnis,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,2470.0,543603,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,2470.0,0.0,4223700.0,Equity Shares,2470.0,0.0,,,,Revokation of Pledge,,NA,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Manoj Chitnis,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,2470.0,543604,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,2470.0,0.0,4223700.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Nikhil Ashokkumar Chopra,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,50000.0,543589,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Director,,0.0,88000000.0,Equity Shares,50000.0,0.03,,,,ESOP,,NA,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Narayan Prasad Saraf,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,21530.0,543588,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,,0.0,37892800.0,Equity Shares,21530.0,0.01,,,,ESOP,,NA,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Dr. Sujay Rajhans,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,7480.0,543590,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,11800.0,0.01,13164800.0,Equity Shares,19280.0,0.01,,,,ESOP,,NA,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Anurag Agrawal,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,2680.0,543591,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,,0.0,4716800.0,Equity Shares,2680.0,0.0,,,,ESOP,,NA,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Nitesh Kumar Pandey,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,3700.0,543592,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,,0.0,6512000.0,Equity Shares,3700.0,0.0,,,,ESOP,,NA,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Nikhil Ashokkumar Chopra,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,41523.0,543593,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Director,41523.0,0.03,69919824.0,Equity Shares,41523.0,0.03,,,,Revokation of Pledge,,NA,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Nikhil Ashokkumar Chopra,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,41523.0,543594,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Director,41523.0,0.03,69919824.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Bhushan Sachdev,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,3300.0,543595,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,3300.0,0.0,5563409.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Bharat Dhanani,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,3770.0,543596,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,3770.0,0.0,6425146.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Kunal Khanna,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,21050.0,543597,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,21050.0,0.01,35918089.0,Equity Shares,21050.0,0.01,,,,Revokation of Pledge,,NA,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Kunal Khanna,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,21050.0,543598,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,21050.0,0.01,35918089.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Pradeep Kumar Singh,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,8820.0,543599,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,20170.0,0.01,15232819.0,Equity Shares,20170.0,0.01,,,,Revokation of Pledge,,NA,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Pradeep Kumar Singh,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,8820.0,543600,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,20170.0,0.01,15232819.0,Equity Shares,11350.0,0.01,,,,Market Sale,,NSE,
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,7(2),Parmeshwar Bang,2025-06-12 19:16:00,1183598,,0,0,0,0,Equity Shares,600.0,543601,Pledge Revoke,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183598_1466109_12062025071644_WEB.xml,Employees/Designated Employees,11570.0,0.01,1033170.0,Equity Shares,11570.0,0.01,,,,Revokation of Pledge,,NA,
DBCORP,D.B.Corp Limited,7(2),D B Power Limited,2025-06-12 19:15:00,1183597,,0,0,0,0,Equity Shares,76272.0,543586,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183597_1466107_12062025071527_WEB.xml,Promoter Group,714902.0,0.4,20639165.0,Equity Shares,791174.0,0.44,,,,Market Purchase,,NSE,
DBCORP,D.B.Corp Limited,7(2),D B Power Limited,2025-06-12 19:15:00,1183597,,0,0,0,0,Equity Shares,5471.0,543587,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183597_1466107_12062025071527_WEB.xml,Promoter Group,791174.0,0.44,1478731.0,Equity Shares,796645.0,0.45,,,,Market Purchase,,NSE,
INDOSTAR,IndoStar Capital Finance Limited,7(2),Chinmay Orpe,2025-06-12 19:11:00,1183595,,0,0,0,0,Equity Shares,395.0,543576,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183595_1466102_12062025071153_WEB.xml,,5895.0,0.0,138250.0,Equity Shares,5500.0,0.0,,,,Market Sale,,BSE,
INDOSTAR,IndoStar Capital Finance Limited,7(2),Puja Agarwal,2025-06-12 19:11:00,1183595,,0,0,0,0,Equity Shares,1000.0,543577,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183595_1466102_12062025071153_WEB.xml,,1000.0,0.0,351075.0,Equity Shares,,0.0,,,,Market Sale,,NSE,
INDOSTAR,IndoStar Capital Finance Limited,7(2),Swapnil Naik,2025-06-12 19:11:00,1183595,,0,0,0,0,Equity Shares,1000.0,543579,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183595_1466102_12062025071153_WEB.xml,,9000.0,0.0,350720.0,Equity Shares,8000.0,0.0,,,,Market Sale,,NSE,
INDOSTAR,IndoStar Capital Finance Limited,7(2),Priya Prasad,2025-06-12 19:11:00,1183595,,0,0,0,0,Equity Shares,3000.0,543580,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183595_1466102_12062025071153_WEB.xml,,7602.0,0.0,1050650.0,Equity Shares,4602.0,0.0,,,,Market Sale,,NSE,
INDOSTAR,IndoStar Capital Finance Limited,7(2),Kashinath Palekar,2025-06-12 19:11:00,1183595,,0,0,0,0,Equity Shares,250.0,543575,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183595_1466102_12062025071153_WEB.xml,,1510.0,0.0,86619.0,Equity Shares,1260.0,0.0,,,,Market Sale,,NSE,
INDOSTAR,IndoStar Capital Finance Limited,7(2),Devaraj C,2025-06-12 19:11:00,1183595,,0,0,0,0,Equity Shares,3500.0,543574,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183595_1466102_12062025071153_WEB.xml,,10000.0,0.0,1225000.0,Equity Shares,6500.0,0.0,,,,Market Sale,,NSE,
INDOSTAR,IndoStar Capital Finance Limited,7(2),Swapnil Naik,2025-06-12 19:11:00,1183595,,0,0,0,0,Equity Shares,3000.0,543578,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183595_1466102_12062025071153_WEB.xml,,12000.0,0.0,1049000.0,Equity Shares,9000.0,0.0,,,,Market Sale,,NSE,
VEEDOL,Veedol Corporation Limited,7(2),Andrew Yule & Company Limited,2025-06-12 18:59:00,1183593,,0,0,0,0,Equity Shares,337598.0,543559,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183593_1466095_12062025065956_WEB.xml,Promoters,4571115.0,26.23,586115685.0,Equity Shares,4233517.0,24.3,,,,Market Sale,,"BSE,NSE",
KPITTECH,KPIT Technologies Limited,7(2),Akshay Kanetkar,2025-06-12 18:44:00,1183590,,0,0,0,0,Equity Shares,9000.0,543550,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183590_1466086_12062025064441_WEB.xml,,9776.0,0.0,12463211.0,Equity Shares,776.0,0.0,,,,Market Sale,,NSE,
HMAAGRO,Hma Agro Industries Limited,7(2),ZULFIQAR AHMAD QURASHI,2025-06-12 18:40:00,1183588,,0,0,0,0,Equity Shares,1895595.0,543548,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183588_1466083_12062025064043_WEB.xml,Promoters,94200596.0,18.81,62529780.0,Equity Shares,92305001.0,18.43,,,,Market Sale,,NSE,
KPITTECH,KPIT Technologies Limited,7(2),KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST,2025-06-12 18:39:00,1183587,,0,0,0,0,Equity Shares,7750.0,543547,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183587_1466080_12062025063954_WEB.xml,Other,2377946.0,0.87,10446175.0,Equity Shares,2370196.0,0.86,,,,ESOP,,NSE,
BERGEPAINT,Berger Paints (I) Limited,7(2),SUBRATA BAG,2025-06-12 18:26:00,1183584,,0,0,0,0,Equity Shares,300.0,543544,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183584_1466066_12062025062615_WEB.xml,Employees/Designated Employees,614.0,0.0,170475.0,Equity Shares,314.0,0.0,,,,Market Sale,,NSE,
TRANSRAILL,Transrail Lighting Limited,7(2),Asiana Fund I,2025-06-12 18:10:00,1183582,,0,0,0,0,Equity Shares,140648.0,543542,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183582_1466055_12062025061042_WEB.xml,Other,7340388.0,5.47,95071867.0,Equity Shares,7199740.0,5.36,,,,Market Sale,,NSE,
BSOFT,BIRLASOFT LIMITED,7(2),Praveen Siddannavar,2025-06-12 18:09:00,1183580,,0,0,0,0,Equity Shares,2500.0,543539,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183580_1466052_12062025060902_WEB.xml,Employees/Designated Employees,42500.0,0.02,1075650.0,Equity Shares,40000.0,0.01,,,,Market Sale,,NSE,
BSOFT,BIRLASOFT LIMITED,7(2),Praveen Siddannavar,2025-06-12 18:09:00,1183580,,0,0,0,0,Equity Shares,7307.0,543540,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183580_1466052_12062025060902_WEB.xml,Employees/Designated Employees,49807.0,0.02,3123558.0,Equity Shares,42500.0,0.02,,,,Market Sale,,NSE,
STLTECH,Sterlite Technologies Limited,7(2),Pravin Agarwal,2025-06-12 18:08:00,1183579,,0,0,0,0,Equity Shares,75000.0,543538,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183579_1466049_12062025060828_WEB.xml,Promoter Group,50000.0,0.01,5724497.0,Equity Shares,125000.0,0.03,,,,Market Purchase,,NSE,
STLTECH,Sterlite Technologies Limited,7(2),Ankit Agarwal,2025-06-12 18:08:00,1183579,,0,0,0,0,Equity Shares,17266.0,543536,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183579_1466049_12062025060828_WEB.xml,Promoter Group,838676.0,0.17,1303571.0,Equity Shares,855942.0,0.18,,,,Market Purchase,,NSE,
STLTECH,Sterlite Technologies Limited,7(2),ANAND AGARWAL,2025-06-12 18:08:00,1183579,,0,0,0,0,Equity Shares,25000.0,543535,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183579_1466049_12062025060828_WEB.xml,Other,,0.0,1891000.0,Equity Shares,25000.0,0.0,,,,Market Purchase,,NSE,
STLTECH,Sterlite Technologies Limited,7(2),Ankit Agarwal,2025-06-12 18:08:00,1183579,,0,0,0,0,Equity Shares,105124.0,543537,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183579_1466049_12062025060828_WEB.xml,Promoter Group,855942.0,0.18,7969397.0,Equity Shares,961066.0,0.2,,,,Market Purchase,,NSE,
HPIL,Hindprakash Industries Limited,7(2),ASHA GARG,2025-06-12 18:07:00,1183578,,0,0,0,0,Equity Shares,400000.0,543534,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183578_1466046_12062025060736_WEB.xml,Promoter Group,,0.0,0.0,Equity Shares,400000.0,3.5,,,,Gift,,NA,
TGL,Teerth Gopicon Limited,7(2),CHANDRIKABEN M KUMBHANI,2025-06-12 17:59:00,1183573,,0,0,0,0,Equity Shares,10000.0,543526,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183573_1466037_12062025055952_WEB.xml,Promoters,1209800.0,10.08,1560500.0,Equity Shares,1219800.0,10.16,,,,Market Purchase,,NSE,
INTLCONV,International Conveyors Limited,7(2),Elpro International Limited,2025-06-12 17:57:00,1183571,,0,0,0,0,Equity Shares,41053.0,543524,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183571_1466031_12062025055751_WEB.xml,Promoter Group,339531.0,0.54,3453949.0,Equity Shares,380584.0,0.6,,,,Market Purchase,,NSE,
TGL,Teerth Gopicon Limited,7(2),MAHESHBHAI M KUMBHANI,2025-06-12 17:52:00,1183569,,0,0,0,0,Equity Shares,15000.0,543522,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183569_1466027_12062025055201_WEB.xml,Promoters,4861200.0,40.51,2340750.0,Equity Shares,4876200.0,40.64,,,,Market Purchase,,NSE,
PRECOT,Precot Limited,7(2),PRASHANTH CHANDRAN,2025-06-12 17:46:00,1183567,,0,0,0,0,Equity Shares,167889.0,543520,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183567_1466022_12062025054644_WEB.xml,Promoters,1987022.0,16.56,0.0,Equity Shares,2154911.0,17.96,,,,Gift,,NA,
SIGNPOST,Signpost India Limited,7(2),Pramina Suchanti,2025-06-12 17:41:00,1183566,,0,0,0,0,Equity Shares,25027.0,543517,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183566_1466014_12062025054155_WEB.xml,Promoters,187448.0,0.35,4969337.0,Equity Shares,162421.0,0.3,,,,Market Sale,,NSE,
SALASAR,Salasar Techno Engineering Limited,7(2),BASE ENGINEERING LLP,2025-06-12 17:32:00,1183564,,0,0,0,0,Equity Shares,2713000.0,543514,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183564_1466008_12062025053201_WEB.xml,Promoter Group,16316458.0,0.94,24279220.0,Equity Shares,13603458.0,0.79,,,,Market Sale,,NSE,
SALASAR,Salasar Techno Engineering Limited,7(2),ALOK KUMAR,2025-06-12 17:32:00,1183564,,0,0,0,0,Equity Shares,2800000.0,543513,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183564_1466008_12062025053201_WEB.xml,Promoters,57544588.0,3.33,25031500.0,Equity Shares,54744588.0,3.17,,,,Market Sale,,NSE,
SALASAR,Salasar Techno Engineering Limited,7(2),SHIKHAR FABTECH PVT LTD,2025-06-12 17:32:00,1183564,,0,0,0,0,Equity Shares,1835725.0,543515,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183564_1466008_12062025053201_WEB.xml,Promoter Group,73154904.0,4.24,16382371.0,Equity Shares,71319179.0,4.13,,,,Market Sale,,NSE,
INOXGREEN,Inox Green Energy Services Limited,7(2),Devansh Trademart LLP,2025-06-12 17:26:00,1183562,,0,0,0,0,Equity Shares,45000.0,543509,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183562_1465998_12062025052626_WEB.xml,Promoter Group,52000.0,0.01,8022016.0,Equity Shares,97000.0,0.03,,,,Market Purchase,,NSE,
PRECOT,Precot Limited,7(2),ASHWIN CHANDRAN,2025-06-12 17:10:00,1183558,,0,0,0,0,Equity Shares,167889.0,543504,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183558_1465987_12062025051016_WEB.xml,Promoters,2322801.0,19.36,0.0,Equity Shares,2154912.0,17.96,,,,Off Market,,NA,
SHARDAMOTR,Sharda Motor Industries Limited,7(2),Ajay Relan,2025-06-12 16:52:00,1183556,,0,0,0,0,Equity Shares,13203773.0,543502,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183556_1465976_12062025045248_WEB.xml,Promoters,16721017.0,58.25,0.0,Equity Shares,3517244.0,12.25,,,,Inter-se-Transfer,,NA,
USHAMART,Usha Martin Limited,7(2),PETERHOUSE  INVESTMENTS INDIA LIMITED,2025-06-12 16:49:00,1183555,,0,0,0,0,Equity Shares,600000.0,543501,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183555_1465970_12062025044937_WEB.xml,Promoter Group,7666529.0,2.52,186858000.0,Equity Shares,7066529.0,2.32,,,,Market Sale,,NSE,
BLISSGVS,Bliss GVS Pharma Limited,7(2),Mr. Gagan Harsh Sharma,2025-06-12 16:37:00,1183551,,0,0,0,0,Equity Shares,1970.0,543498,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183551_1465960_12062025043735_WEB.xml,Promoters,130227.0,0.12,269357.0,Equity Shares,132197.0,0.12,,,,Market Purchase,,"BSE,NSE",
BLISSGVS,Bliss GVS Pharma Limited,7(2),Mr. Gagan Harsh Sharma,2025-06-12 16:37:00,1183551,,0,0,0,0,Equity Shares,46657.0,543497,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183551_1465960_12062025043735_WEB.xml,Promoters,83570.0,0.07,6378095.0,Equity Shares,130227.0,0.12,,,,Market Purchase,,"BSE,NSE",
IMFA,Indian Metals & Ferro Alloys Limited,7(2),Rishab Khandelwal,2025-06-12 16:35:00,1183549,,0,0,0,0,Equity Shares,1000.0,543494,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183549_1465957_12062025043525_WEB.xml,Immediate relative,1200.0,0.0,725602.0,Equity Shares,2200.0,0.0,,,,Market Purchase,,NSE,
HPIL,Hindprakash Industries Limited,7(2),Om Prakash Mangal,2025-06-12 16:34:00,1183548,,0,0,0,0,Equity Shares,400000.0,543493,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183548_1465954_12062025043435_WEB.xml,Promoters,1470000.0,12.87,0.0,Equity Shares,1070000.0,9.37,,,,Gift,,NA,
NCLIND,NCL Industries Limited,7(2),P S Raju,2025-06-12 16:29:00,1183545,,0,0,0,0,Equity Shares,5000.0,543490,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183545_1465949_12062025042942_WEB.xml,Promoter Group,41283.0,0.09,1100000.0,Equity Shares,36283.0,0.08,,,,Market Sale,,NSE,
ORIENTBELL,Orient Bell Limited,7(2),Mahendra K Daga,2025-06-12 16:18:00,1183543,,0,0,0,0,Equity Shares,1521.0,543488,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183543_1465943_12062025041807_WEB.xml,Promoters,3002550.0,20.47,485564.0,Equity Shares,3004071.0,20.48,,,,Market Purchase,,NSE,
ORIENTBELL,Orient Bell Limited,7(2),Mahendra K Daga,2025-06-12 16:16:00,1183542,,0,0,0,0,Equity Shares,1521.0,543487,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183542_1465941_12062025041630_WEB.xml,Promoters,3002550.0,20.47,485564.0,Equity Shares,3004071.0,20.48,,,,Market Purchase,,NSE,
ORIENTBELL,Orient Bell Limited,7(2),Mahendra K Daga,2025-06-12 16:13:00,1183541,,0,0,0,0,Equity Shares,1521.0,543486,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183541_1465939_12062025041304_WEB.xml,Promoters,3002550.0,20.47,485564.0,Equity Shares,3004071.0,20.48,,,,Market Purchase,,NSE,
LCCINFOTEC,LCC Infotech Limited,7(2),RACHNA SUMAN SHAW,2025-06-12 16:09:00,1183539,,0,0,0,0,Equity Shares,8221343.0,543484,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183539_1465935_12062025040930_WEB.xml,Other,20795448.0,16.42,28856914.0,Equity Shares,29016791.0,22.92,,,,Off Market,,NA,
WIPRO,Wipro Limited,7(2),Srinivasaa Honnadevipura Govindagowda,2025-06-12 16:01:00,1183537,,0,0,0,0,ADR/GDR/FCCB,17500.0,543482,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183537_1465928_12062025040127_WEB.xml,Employees/Designated Employees,38016.0,0.0,4433562.0,ADR/GDR/FCCB,20516.0,0.0,,,,Market Sale,,NA,
NATCOPHARM,Natco Pharma Limited,7(2),PRAGNYA RAO DONTHINENI,2025-06-12 15:58:00,1183535,,0,0,0,0,Equity Shares,100.0,543480,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183535_1465923_12062025035813_WEB.xml,Other,303.0,0.0,86500.0,Equity Shares,403.0,0.0,,,,Market Purchase,,NSE,
GULFPETRO,GP Petroleums Limited,7(2),NIVAYA RESOURCES PRIVATE LIMITES,2025-06-12 15:58:00,1183534,,0,0,0,0,Equity Shares,172002.0,543479,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183534_1465921_12062025035812_WEB.xml,Promoters,1146897.0,2.25,8292181.0,Equity Shares,974895.0,1.91,,,,Market Sale,,BSE,
DAMODARIND,Damodar Industries Limited,7(2),Calves N Leaves InitiativesPrivate Limited,2025-06-12 14:43:00,1183531,,0,0,0,0,Equity Shares,76371.0,543476,Sell,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183531_1465859_12062025024341_WEB.xml,,500000.0,2.15,0.0,Equity Shares,423629.0,1.81,,,,Market Sale,,NSE,
DAMODARIND,Damodar Industries Limited,7(2),Aditya Biyani,2025-06-12 14:43:00,1183531,,0,0,0,0,Equity Shares,74025.0,543475,Buy,,https://nsearchives.nseindia.com/corporate/xbrl/IT_1183531_1465859_12062025024341_WEB.xml,,350000.0,1.5,0.0,Equity Shares,424025.0,1.82,,,,Market Purchase,,NSE,
